date,alti,tmpf,counts
2024-05-08 03:00:00+00:00,29.83,80.6,5151.0
2024-05-08 04:00:00+00:00,29.83,78.8,5039.0
2024-05-08 05:00:00+00:00,29.83,78.8,5229.0
2024-05-08 06:00:00+00:00,29.83,78.8,5147.0
2024-05-08 08:00:00+00:00,29.85,84.2,5150.0
2024-05-08 09:00:00+00:00,29.85,87.8,5134.0
2024-05-08 12:00:00+00:00,29.83,93.2,5028.0
2024-05-08 13:00:00+00:00,29.8,95.0,5320.0
2024-05-08 14:00:00+00:00,29.8,95.0,5214.0
2024-05-08 15:00:00+00:00,29.77,93.2,5074.0
2024-05-08 16:00:00+00:00,29.77,93.2,5182.0
2024-05-08 17:00:00+00:00,29.77,89.6,5258.0
2024-05-08 18:00:00+00:00,29.8,87.8,5209.0
2024-05-08 21:00:00+00:00,29.83,77.0,5161.0
2024-05-08 22:00:00+00:00,29.83,77.0,5162.0
2024-05-08 23:00:00+00:00,29.83,77.0,5223.0
2024-05-09 00:00:00+00:00,29.83,78.8,5196.0
2024-05-09 01:00:00+00:00,29.8,78.8,5119.0
2024-05-09 02:00:00+00:00,29.8,78.8,5187.0
2024-05-09 04:00:00+00:00,29.83,77.0,5196.0
2024-05-09 06:00:00+00:00,29.85,77.0,5124.0
2024-05-09 07:00:00+00:00,29.88,80.6,5128.0
2024-05-09 08:00:00+00:00,29.91,82.4,5105.0
2024-05-09 09:00:00+00:00,29.91,84.2,5221.0
2024-05-09 10:00:00+00:00,29.88,86.0,5259.0
2024-05-09 11:00:00+00:00,29.85,87.8,5184.0
2024-05-09 12:00:00+00:00,29.83,89.6,5041.0
2024-05-09 16:00:00+00:00,29.74,93.2,5281.0
2024-05-09 17:00:00+00:00,29.74,91.4,5166.0
2024-05-09 18:00:00+00:00,29.77,89.6,5273.0
2024-05-09 19:00:00+00:00,29.8,87.8,5212.0
2024-05-09 20:00:00+00:00,29.83,89.6,5130.0
2024-05-09 21:00:00+00:00,29.85,86.0,5193.0
2024-05-09 22:00:00+00:00,29.85,86.0,5259.0
2024-05-09 23:00:00+00:00,29.85,84.2,5087.0
2024-05-10 00:00:00+00:00,29.83,84.2,5125.0
2024-05-10 01:00:00+00:00,29.83,82.4,5058.0
2024-05-10 02:00:00+00:00,29.8,82.4,5098.0
2024-05-10 03:00:00+00:00,29.8,82.4,5077.0
2024-05-10 04:00:00+00:00,29.83,80.6,5116.0
2024-05-10 06:00:00+00:00,29.85,82.4,5081.0
2024-05-10 07:00:00+00:00,29.85,84.2,5170.0
2024-05-10 08:00:00+00:00,29.91,84.2,5285.0
2024-05-10 09:00:00+00:00,29.91,86.0,5213.0
2024-05-10 10:00:00+00:00,29.88,87.8,5025.0
2024-05-10 11:00:00+00:00,29.88,89.6,5137.0
2024-05-10 12:00:00+00:00,29.83,91.4,5062.0
2024-05-10 14:00:00+00:00,29.8,95.0,5132.0
2024-05-10 15:00:00+00:00,29.77,95.0,5163.0
2024-05-10 16:00:00+00:00,29.74,95.0,5143.0
2024-05-10 17:00:00+00:00,29.74,95.0,5217.0
2024-05-10 18:00:00+00:00,29.74,91.4,5229.0
2024-05-10 19:00:00+00:00,29.77,89.6,5129.0
2024-05-10 20:00:00+00:00,29.8,89.6,5292.0
2024-05-10 21:00:00+00:00,29.8,87.8,5176.0
2024-05-10 22:00:00+00:00,29.83,86.0,5225.0
2024-05-10 23:00:00+00:00,29.85,86.0,5084.0
2024-05-11 00:00:00+00:00,29.83,86.0,5262.0
2024-05-11 01:00:00+00:00,29.8,84.2,4975.0
2024-05-11 02:00:00+00:00,29.8,84.2,5093.0
2024-05-11 03:00:00+00:00,29.8,82.4,5104.0
2024-05-11 04:00:00+00:00,29.83,82.4,4985.0
2024-05-11 05:00:00+00:00,50.0,80.6,5026.0
2024-05-11 06:00:00+00:00,29.85,80.6,4893.0
2024-05-11 07:00:00+00:00,29.85,98.6,5047.0
2024-05-11 08:00:00+00:00,29.88,78.8,5196.0
2024-05-11 09:00:00+00:00,29.88,80.6,5063.0
2024-05-11 10:00:00+00:00,29.88,84.2,4941.0
2024-05-11 11:00:00+00:00,29.88,86.0,4989.0
2024-05-11 12:00:00+00:00,29.88,89.6,5014.0
2024-05-11 13:00:00+00:00,29.8,89.6,5136.0
2024-05-11 14:00:00+00:00,29.77,93.2,5055.0
2024-05-11 15:00:00+00:00,29.74,95.0,5037.0
2024-05-11 16:00:00+00:00,29.77,93.2,5083.0
2024-05-11 17:00:00+00:00,29.77,89.6,5017.0
2024-05-11 19:00:00+00:00,29.83,86.0,4935.0
2024-05-11 20:00:00+00:00,29.85,84.2,4979.0
2024-05-11 21:00:00+00:00,29.88,84.2,5053.0
2024-05-11 22:00:00+00:00,29.91,82.4,5167.0
2024-05-11 23:00:00+00:00,29.88,80.6,5067.0
2024-05-12 00:00:00+00:00,29.85,80.6,4940.0
2024-05-12 01:00:00+00:00,29.85,80.6,5028.0
2024-05-12 02:00:00+00:00,29.85,78.8,4983.0
2024-05-12 03:00:00+00:00,29.85,78.8,5022.0
2024-05-12 04:00:00+00:00,29.88,78.8,4984.0
2024-05-12 05:00:00+00:00,29.88,78.8,5040.0
2024-05-12 06:00:00+00:00,29.91,78.8,4840.0
2024-05-12 07:00:00+00:00,29.91,80.6,4978.0
2024-05-12 08:00:00+00:00,29.91,82.4,4861.0
2024-05-12 09:00:00+00:00,29.91,86.0,5031.0
2024-05-12 10:00:00+00:00,29.91,86.0,5025.0
2024-05-12 11:00:00+00:00,29.91,87.8,5024.0
2024-05-12 13:00:00+00:00,29.85,89.6,5027.0
2024-05-12 15:00:00+00:00,29.83,93.2,5131.0
2024-05-12 16:00:00+00:00,29.83,93.2,5010.0
2024-05-12 17:00:00+00:00,29.85,91.4,5059.0
2024-05-12 18:00:00+00:00,29.83,89.6,5079.0
2024-05-12 23:00:00+00:00,29.91,82.4,5051.0
2024-05-13 01:00:00+00:00,29.88,80.6,4988.0
2024-05-13 02:00:00+00:00,29.85,78.8,4858.0
2024-05-13 03:00:00+00:00,29.85,78.8,4871.0
2024-05-13 04:00:00+00:00,29.85,78.8,4857.0
2024-05-13 05:00:00+00:00,29.88,78.8,4817.0
2024-05-13 06:00:00+00:00,29.91,77.0,4837.0
2024-05-13 07:00:00+00:00,29.91,78.8,5102.0
2024-05-13 09:00:00+00:00,29.94,84.2,5239.0
2024-05-13 10:00:00+00:00,29.94,87.8,5141.0
2024-05-13 11:00:00+00:00,29.91,89.6,5164.0
2024-05-13 12:00:00+00:00,29.91,89.6,5150.0
2024-05-13 13:00:00+00:00,29.94,71.6,5121.0
2024-05-13 14:00:00+00:00,29.91,73.4,5040.5
2024-05-13 15:00:00+00:00,29.88,73.4,5040.5
2024-05-13 16:00:00+00:00,29.83,75.2,5040.5
2024-05-13 17:00:00+00:00,29.8,77.0,5040.5
2024-05-13 18:00:00+00:00,29.83,77.0,4960.0
2024-05-13 20:00:00+00:00,29.88,77.0,5035.0
2024-05-13 21:00:00+00:00,29.91,75.2,5185.0
2024-05-14 00:00:00+00:00,29.88,75.2,4970.0
2024-05-14 02:00:00+00:00,29.85,75.2,5031.0
2024-05-14 03:00:00+00:00,29.85,75.2,5062.0
2024-05-14 04:00:00+00:00,29.85,75.2,4977.0
2024-05-14 05:00:00+00:00,29.85,75.2,5121.0
2024-05-14 06:00:00+00:00,50.0,75.2,5229.0
2024-05-14 08:00:00+00:00,29.94,77.0,5059.0
2024-05-14 10:00:00+00:00,29.94,80.6,5247.0
2024-05-14 11:00:00+00:00,29.91,82.4,5049.0
2024-05-14 12:00:00+00:00,29.91,84.2,4998.0
2024-05-14 14:00:00+00:00,29.85,87.8,5095.5
2024-05-14 15:00:00+00:00,29.83,87.8,5095.5
2024-05-14 16:00:00+00:00,29.83,89.6,5087.0
2024-05-14 17:00:00+00:00,29.83,87.8,5027.0
2024-05-14 18:00:00+00:00,29.85,86.0,5199.0
2024-05-14 19:00:00+00:00,29.88,82.4,5113.0
2024-05-14 20:00:00+00:00,29.88,82.4,5045.0
2024-05-14 21:00:00+00:00,29.91,80.6,5096.0
2024-05-14 22:00:00+00:00,29.91,80.6,5078.0
2024-05-14 23:00:00+00:00,29.88,78.8,5027.0
2024-05-15 02:00:00+00:00,29.85,78.8,5066.0
2024-05-15 03:00:00+00:00,29.85,78.8,5069.0
2024-05-15 04:00:00+00:00,29.85,78.8,4982.0
2024-05-15 05:00:00+00:00,29.85,77.0,5022.0
2024-05-15 06:00:00+00:00,29.88,78.8,5090.0
2024-05-15 07:00:00+00:00,29.91,80.6,5152.0
2024-05-15 08:00:00+00:00,29.91,84.2,5039.0
2024-05-15 09:00:00+00:00,29.91,86.0,5123.0
2024-05-15 12:00:00+00:00,29.88,89.6,5000.0
2024-05-15 13:00:00+00:00,29.85,93.2,5103.0
2024-05-15 15:00:00+00:00,29.8,93.2,5084.0
2024-05-15 16:00:00+00:00,29.8,91.4,5005.0
2024-05-15 17:00:00+00:00,29.8,91.4,5161.0
2024-05-15 18:00:00+00:00,29.83,87.8,5095.0
2024-05-15 20:00:00+00:00,29.85,80.6,5031.0
2024-05-15 21:00:00+00:00,29.85,80.6,5021.0
2024-05-15 22:00:00+00:00,29.88,80.6,4996.0
2024-05-15 23:00:00+00:00,29.85,80.6,4921.0
2024-05-16 00:00:00+00:00,29.85,80.6,4816.0
2024-05-16 01:00:00+00:00,29.85,80.6,4848.0
2024-05-16 02:00:00+00:00,29.83,80.6,4777.0
2024-05-16 03:00:00+00:00,29.85,80.6,4817.0
2024-05-16 04:00:00+00:00,29.88,78.8,4887.0
2024-05-16 05:00:00+00:00,29.91,71.6,4908.0
2024-05-16 06:00:00+00:00,29.91,73.4,4816.0
2024-05-16 07:00:00+00:00,29.91,73.4,4874.5
2024-05-16 09:00:00+00:00,29.91,75.2,4874.5
2024-05-16 10:00:00+00:00,29.91,77.0,4874.5
2024-05-16 11:00:00+00:00,29.91,78.8,4874.5
2024-05-16 16:00:00+00:00,29.85,84.2,4919.0
2024-05-16 17:00:00+00:00,29.85,82.4,5099.0
2024-05-16 18:00:00+00:00,29.88,80.6,5077.0
2024-05-16 19:00:00+00:00,29.91,80.6,5225.0
2024-05-16 20:00:00+00:00,29.94,78.8,5004.0
2024-05-16 21:00:00+00:00,29.94,78.8,5129.0
2024-05-16 22:00:00+00:00,29.94,78.8,5077.0
2024-05-16 23:00:00+00:00,29.94,77.0,4980.0
2024-05-17 00:00:00+00:00,29.94,77.0,5056.0
2024-05-17 01:00:00+00:00,29.91,77.0,4988.0
2024-05-17 02:00:00+00:00,29.91,77.0,5073.0
2024-05-17 03:00:00+00:00,29.88,77.0,5024.0
2024-05-17 04:00:00+00:00,29.91,77.0,5047.0
2024-05-17 05:00:00+00:00,29.94,77.0,5085.0
2024-05-17 06:00:00+00:00,29.94,75.2,4903.0
2024-05-17 07:00:00+00:00,29.97,77.0,5104.0
2024-05-17 08:00:00+00:00,30.0,78.8,5057.0
2024-05-17 09:00:00+00:00,30.0,80.6,5005.0
2024-05-17 10:00:00+00:00,30.0,84.2,5044.0
2024-05-17 12:00:00+00:00,29.91,86.0,5120.0
2024-05-17 13:00:00+00:00,29.91,87.8,5073.0
2024-05-17 14:00:00+00:00,29.88,87.8,4989.0
2024-05-17 16:00:00+00:00,29.85,89.6,5066.0
2024-05-17 17:00:00+00:00,29.85,87.8,5099.0
2024-05-17 18:00:00+00:00,29.88,86.0,4943.0
2024-05-17 19:00:00+00:00,29.91,80.6,5097.0
2024-05-17 20:00:00+00:00,29.91,78.8,4959.0
2024-05-17 21:00:00+00:00,29.91,78.8,5195.0
2024-05-17 22:00:00+00:00,29.94,78.8,4978.0
2024-05-17 23:00:00+00:00,29.94,78.8,4950.0
2024-05-18 00:00:00+00:00,29.91,78.8,4901.0
2024-05-18 03:00:00+00:00,29.88,77.0,5037.0
2024-05-18 04:00:00+00:00,29.88,77.0,5059.0
2024-05-18 06:00:00+00:00,29.91,77.0,5014.0
2024-05-18 07:00:00+00:00,29.91,78.8,4813.0
2024-05-18 08:00:00+00:00,29.94,82.4,5124.0
2024-05-18 09:00:00+00:00,29.94,86.0,5149.0
2024-05-18 10:00:00+00:00,29.94,87.8,4896.0
2024-05-18 11:00:00+00:00,29.91,89.6,5065.0
2024-05-18 12:00:00+00:00,29.88,89.6,4956.0
2024-05-18 13:00:00+00:00,29.85,91.4,5043.0
2024-05-18 14:00:00+00:00,29.83,91.4,4999.0
2024-05-18 15:00:00+00:00,29.83,93.2,4974.0
2024-05-18 16:00:00+00:00,29.8,93.2,4969.0
2024-05-18 17:00:00+00:00,29.8,91.4,5007.0
2024-05-18 18:00:00+00:00,29.8,87.8,4860.0
2024-05-18 19:00:00+00:00,29.85,86.0,5128.0
2024-05-18 20:00:00+00:00,29.85,87.8,5039.0
2024-05-18 21:00:00+00:00,29.88,86.0,5050.0
2024-05-18 22:00:00+00:00,29.88,86.0,4900.0
2024-05-18 23:00:00+00:00,29.88,84.2,5133.0
2024-05-19 00:00:00+00:00,29.88,84.2,4974.0
2024-05-19 01:00:00+00:00,29.85,82.4,5073.0
2024-05-19 02:00:00+00:00,29.85,82.4,5125.0
2024-05-19 03:00:00+00:00,29.85,82.4,4982.0
2024-05-19 05:00:00+00:00,29.88,80.6,5101.0
2024-05-19 21:00:00+00:00,29.88,86.0,4918.0
2024-05-19 22:00:00+00:00,29.88,86.0,5105.0
2024-05-19 23:00:00+00:00,29.88,84.2,5096.0
2024-05-20 01:00:00+00:00,29.85,82.4,5100.0
2024-05-20 02:00:00+00:00,29.85,82.4,5093.0
2024-05-20 03:00:00+00:00,29.85,82.4,5164.0
2024-05-20 04:00:00+00:00,29.85,80.6,5152.0
2024-05-20 05:00:00+00:00,29.88,80.6,5050.0
2024-05-20 06:00:00+00:00,29.91,80.6,5160.0
2024-05-20 08:00:00+00:00,29.94,84.2,4935.0
2024-05-20 09:00:00+00:00,29.94,86.0,4935.0
2024-05-20 10:00:00+00:00,29.91,86.0,4800.0
2024-05-20 11:00:00+00:00,29.91,89.6,4897.0
2024-05-20 12:00:00+00:00,29.88,91.4,4862.0
2024-05-20 13:00:00+00:00,29.85,93.2,4929.0
2024-05-20 14:00:00+00:00,29.83,93.2,4905.0
2024-05-20 15:00:00+00:00,29.8,95.0,4854.0
2024-05-20 17:00:00+00:00,29.8,93.2,5016.0
2024-05-20 18:00:00+00:00,29.83,89.6,4868.0
2024-05-20 21:00:00+00:00,29.88,87.8,4869.0
2024-05-21 01:00:00+00:00,29.85,84.2,4686.0
2024-05-21 04:00:00+00:00,29.88,82.4,4770.0
2024-05-21 05:00:00+00:00,29.91,82.4,4775.0
2024-05-21 06:00:00+00:00,29.94,82.4,4700.0
2024-05-21 07:00:00+00:00,29.94,82.4,4816.0
2024-05-21 08:00:00+00:00,29.97,86.0,4802.0
2024-05-21 09:00:00+00:00,29.97,86.0,4802.0
2024-05-21 10:00:00+00:00,29.97,89.6,4802.0
2024-05-21 11:00:00+00:00,29.94,89.6,4802.0
2024-05-21 12:00:00+00:00,29.91,93.2,4788.0
2024-05-21 13:00:00+00:00,29.88,95.0,4787.0
2024-05-21 14:00:00+00:00,29.85,95.0,4690.0
2024-05-21 15:00:00+00:00,29.83,95.0,4751.0
2024-05-21 16:00:00+00:00,29.83,96.8,4789.0
2024-05-21 17:00:00+00:00,29.8,95.0,4789.0
2024-05-21 18:00:00+00:00,29.83,84.2,4789.0
2024-05-21 19:00:00+00:00,29.85,84.2,4789.0
2024-05-21 20:00:00+00:00,29.85,80.6,4789.0
2024-05-21 21:00:00+00:00,29.83,80.6,4789.0
2024-05-21 22:00:00+00:00,29.91,80.6,4789.0
2024-05-21 23:00:00+00:00,29.88,80.6,4789.0
2024-05-22 00:00:00+00:00,29.85,78.8,4789.0
2024-05-22 01:00:00+00:00,29.88,73.4,4789.0
2024-05-22 02:00:00+00:00,29.88,71.6,4789.0
2024-05-22 03:00:00+00:00,29.91,75.2,4789.0
2024-05-22 04:00:00+00:00,29.91,75.2,4789.0
2024-05-22 05:00:00+00:00,29.91,77.0,4789.0
2024-05-22 06:00:00+00:00,29.94,77.0,4789.0
2024-05-22 07:00:00+00:00,29.94,77.0,4789.0
2024-05-22 08:00:00+00:00,29.94,78.8,4789.0
2024-05-22 09:00:00+00:00,29.94,80.6,4789.0
2024-05-22 10:00:00+00:00,29.94,82.4,4789.0
2024-05-22 15:00:00+00:00,29.88,89.6,4827.0
2024-05-22 17:00:00+00:00,29.88,89.6,4840.0
2024-05-22 18:00:00+00:00,29.88,87.8,4841.0
2024-05-22 19:00:00+00:00,29.91,86.0,4836.0
2024-05-22 20:00:00+00:00,29.91,84.2,4836.0
2024-05-22 21:00:00+00:00,29.94,84.2,4836.0
2024-05-22 22:00:00+00:00,29.91,82.4,4836.0
2024-05-22 23:00:00+00:00,29.94,82.4,4836.0
2024-05-23 00:00:00+00:00,29.91,82.4,4836.0
2024-05-23 01:00:00+00:00,29.88,80.6,4836.0
2024-05-23 03:00:00+00:00,29.88,80.6,4836.0
2024-05-23 04:00:00+00:00,29.88,78.8,4836.0
2024-05-23 05:00:00+00:00,29.91,78.8,4836.0
2024-05-23 06:00:00+00:00,29.91,78.8,4836.0
2024-05-23 07:00:00+00:00,29.88,80.6,4836.0
2024-05-23 08:00:00+00:00,29.94,82.4,4836.0
2024-05-23 10:00:00+00:00,29.94,86.0,4836.0
2024-05-23 11:00:00+00:00,29.91,87.8,4836.0
2024-05-23 12:00:00+00:00,29.91,89.6,4836.0
2024-05-23 13:00:00+00:00,29.88,89.6,4836.0
2024-05-23 14:00:00+00:00,29.85,91.4,4836.0
2024-05-23 15:00:00+00:00,29.83,91.4,4836.0
2024-05-23 16:00:00+00:00,29.83,89.6,4836.0
2024-05-23 17:00:00+00:00,29.83,89.6,4836.0
2024-05-23 18:00:00+00:00,29.85,87.8,4836.0
2024-05-23 20:00:00+00:00,29.88,86.0,4836.0
2024-05-23 21:00:00+00:00,29.91,84.2,4836.0
2024-05-23 22:00:00+00:00,29.97,82.4,4836.0
2024-05-24 00:00:00+00:00,29.91,73.4,4836.0
2024-05-24 01:00:00+00:00,29.85,73.4,4836.0
2024-05-24 02:00:00+00:00,29.85,73.4,4836.0
2024-05-24 03:00:00+00:00,29.88,73.4,4836.0
2024-05-24 04:00:00+00:00,29.88,75.2,4836.0
2024-05-24 05:00:00+00:00,29.88,75.2,4836.0
2024-05-24 06:00:00+00:00,29.88,75.2,4836.0
2024-05-24 08:00:00+00:00,29.91,82.4,4836.0
2024-05-24 09:00:00+00:00,29.94,82.4,4836.0
2024-05-24 14:00:00+00:00,29.85,91.4,4836.0
2024-05-24 15:00:00+00:00,29.83,91.4,4836.0
2024-05-24 16:00:00+00:00,29.83,89.6,4836.0
2024-05-24 18:00:00+00:00,29.88,71.6,4836.0
2024-05-24 19:00:00+00:00,29.88,71.6,4836.0
2024-05-24 20:00:00+00:00,29.94,73.4,4836.0
2024-05-24 21:00:00+00:00,29.91,73.4,4836.0
2024-05-24 23:00:00+00:00,29.94,73.4,4836.0
2024-05-25 00:00:00+00:00,29.91,73.4,4836.0
2024-05-25 01:00:00+00:00,29.94,73.4,4836.0
2024-05-25 02:00:00+00:00,29.97,73.4,4836.0
2024-05-25 03:00:00+00:00,29.97,75.2,4836.0
2024-05-25 04:00:00+00:00,29.97,73.4,4836.0
2024-05-25 05:00:00+00:00,29.94,75.2,4836.0
2024-05-25 07:00:00+00:00,29.97,75.2,4836.0
2024-05-25 08:00:00+00:00,30.0,78.8,4836.0
2024-05-25 09:00:00+00:00,29.97,80.6,4836.0
2024-05-25 10:00:00+00:00,29.97,82.4,4836.0
2024-05-25 11:00:00+00:00,29.94,86.0,4836.0
2024-05-25 12:00:00+00:00,29.94,87.8,4836.0
2024-05-25 13:00:00+00:00,29.94,89.6,4836.0
2024-05-25 14:00:00+00:00,30.0,87.8,4836.0
2024-05-25 15:00:00+00:00,29.88,87.8,4836.0
2024-05-25 16:00:00+00:00,29.88,87.8,4836.0
2024-05-25 17:00:00+00:00,29.88,84.2,4836.0
2024-05-25 18:00:00+00:00,29.88,82.4,4836.0
2024-05-25 19:00:00+00:00,29.91,82.4,4836.0
2024-05-25 20:00:00+00:00,29.91,80.6,4836.0
2024-05-25 21:00:00+00:00,29.94,78.8,4836.0
